index,temperature,humidity,pressure,wind_speed,wind_direction,carbon_monoxide,no,nitrogen_dioxide,ozone,sulphur_dioxide,pm2_5,pm10,nh3,openweather_aqi,pm2_5_aqi,pm10_aqi,us_aqi,hour_sin,hour_cos,day_sin,day_cos,month_sin,month_cos,day_of_week_sin,day_of_week_cos,is_spring,is_summer,is_autumn,is_winter,is_night,is_morning_rush,is_evening_rush,pm2_5_lag_1h,pm2_5_lag_2h,pm2_5_lag_3h,pm2_5_lag_6h,pm2_5_lag_12h,pm2_5_lag_24h,pm2_5_lag_48h,pm2_5_lag_72h,pm2_5_rolling_mean_3h,pm2_5_rolling_std_3h,pm2_5_rolling_min_3h,pm2_5_rolling_max_3h,pm2_5_rolling_mean_6h,pm2_5_rolling_std_6h,pm2_5_rolling_min_6h,pm2_5_rolling_max_6h,pm2_5_rolling_mean_12h,pm2_5_rolling_std_12h,pm2_5_rolling_min_12h,pm2_5_rolling_max_12h,pm2_5_rolling_mean_24h,pm2_5_rolling_std_24h,pm2_5_rolling_min_24h,pm2_5_rolling_max_24h,pm2_5_change_rate_1h,pm2_5_change_rate_6h,pm2_5_change_rate_24h,pm10_lag_1h,pm10_lag_2h,pm10_lag_3h,pm10_lag_6h,pm10_lag_12h,pm10_lag_24h,pm10_lag_48h,pm10_lag_72h,pm10_rolling_mean_3h,pm10_rolling_std_3h,pm10_rolling_min_3h,pm10_rolling_max_3h,pm10_rolling_mean_6h,pm10_rolling_std_6h,pm10_rolling_min_6h,pm10_rolling_max_6h,pm10_rolling_mean_12h,pm10_rolling_std_12h,pm10_rolling_min_12h,pm10_rolling_max_12h,pm10_rolling_mean_24h,pm10_rolling_std_24h,pm10_rolling_min_24h,pm10_rolling_max_24h,pm10_change_rate_1h,pm10_change_rate_6h,pm10_change_rate_24h,temp_squared,temp_cubed,temp_change_rate,is_hot,is_cold,humidity_squared,is_high_humidity,is_low_humidity,wind_speed_squared,is_high_wind,is_calm,pressure_change_rate,is_low_pressure,is_high_pressure,pm2_5_squared,pm2_5_change_rate,is_high_pm2_5,is_low_pm2_5,pm10_squared,pm10_change_rate,is_high_pm10,is_low_pm10,no2_squared,no2_change_rate,is_high_no2,o3_squared,o3_change_rate,is_high_o3,co_squared,co_change_rate,is_high_co,so2_squared,so2_change_rate,is_high_so2,temp_humidity_interaction,temp_wind_interaction,pm2_5_temp_interaction,pm2_5_humidity_interaction,wind_pm2_5_interaction,time,time_str
444,34.94,55.0,997.0,2.06,90.0,379.49,0.21,1.69,102.74,1.72,54.38,114.4,11.05,4.0,147.0,80.0,147.0,1.0,6.123233995736766e-17,-0.7907757369376986,-0.6121059825476627,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,0,0,1,0,0,52.98,50.0,47.65,45.65,40.0,52.25,51.56,58.04,51.2525,3.017298736729042,47.65,54.38,49.00571428571429,3.5298010196178535,45.65,54.38,46.14923076923076,4.247568837069157,40.0,54.38,40.4748,8.32067611435513,28.16,54.38,0.026425066062665266,0.19123767798466604,0.0407655502392345,114.25,107.3,93.21,70.1,57.03,88.91,91.87,150.15,107.28999999999999,9.95389705927617,93.21,114.4,93.97142857142856,18.418224153060496,70.1,114.4,79.3153846153846,21.119458490289873,57.03,114.4,64.12440000000001,24.611266234524926,34.18,114.4,0.0013129102844639446,0.631954350927247,0.2866944100776067,1220.8035999999997,42654.87778399999,0.029463759575721893,0,0,3025.0,0,0,4.2436,0,1,0.0,1,0,2957.1844,0.02642506606266526,1,0,13087.36,0.0013129102844640084,1,0,2.8560999999999996,-0.27467811158798283,0,10555.507599999999,0.1280193236714975,1,144012.6601,-0.03885216422257676,0,2.9583999999999997,0.0,0,1921.6999999999998,71.9764,1900.0372,2990.9,112.0228,2025-07-20 06:00:00+00:00,2025-07-20 06:00:00
445,37.94,50.0,992.0,3.09,230.0,134.6,0.09,1.38,66.05,0.56,19.02,72.14,5.13,3.0,66.0,59.0,66.0,-0.2588190451025208,-0.9659258262890683,0.20129852008866006,0.9795299412524945,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,0,20.0,21.42,22.49,30.09,32.63,13.6,17.8,15.73,20.732499999999998,1.5308684898884466,19.02,22.49,23.032857142857143,3.689939991769127,19.02,30.09,27.856153846153845,6.071402279624177,19.02,35.88,24.5396,7.056395727754126,13.6,35.88,-0.04900000000000002,-0.3678963110667996,0.3985294117647059,73.97,77.31,80.13,108.11,131.36,52.37,64.49,49.37,75.8875,3.5469646647990904,72.14,80.13,83.15857142857143,12.20875973576818,72.14,108.11,107.15923076923079,28.356880253164448,72.14,136.52,95.7564,28.292719157644306,52.37,136.52,-0.02473975936190345,-0.3327166774581445,0.37750620584304,1439.4435999999998,54612.49018399999,0.0,1,0,2500.0,0,0,9.5481,0,1,0.0,1,0,361.7604,-0.049000000000000044,0,0,5204.1796,-0.024739759361903424,1,0,1.9043999999999996,0.8399999999999999,0,4362.6025,-0.04455373933169393,0,18117.16,0.05279624560031282,0,0.31360000000000005,-0.05084745762711851,0,1897.0,117.23459999999999,721.6188,951.0,58.7718,2025-07-01 13:00:00+00:00,2025-07-01 13:00:00
446,33.94,62.0,995.0,2.06,90.0,140.02,0.0,1.61,68.34,4.79,34.17,138.69,14.13,4.0,97.0,92.0,97.0,0.25881904510252074,0.9659258262890683,-0.9987165071710528,-0.05064916883871355,1.2246467991473532e-16,-1.0,0.0,1.0,0,1,0,0,1,0,0,30.89,27.16,25.07,31.78,39.48,38.93,45.71,56.35,29.3225,4.029701188260325,25.07,34.17,29.004285714285718,3.36887150810108,25.07,34.17,33.68538461538462,5.85745481613618,25.07,40.48,37.097199999999994,5.6024752862759994,25.07,43.27,0.10618323081903532,0.07520453115166773,-0.12227074235807855,128.15,113.95,103.55,109.72,119.03,155.3,165.77,195.13,121.085,15.47293012543735,103.55,138.69,114.26714285714287,14.070148914499464,101.36,138.69,115.45923076923079,10.13011883900222,101.36,138.69,130.71280000000002,24.366963550402964,101.36,177.78,0.08224736636753797,0.2640357273058695,-0.10695428203477149,1151.9235999999999,39096.28698399999,0.0,0,0,3844.0,0,0,4.2436,0,1,0.001006036217303885,1,0,1167.5889000000002,0.10618323081903536,0,0,19234.9161,0.08224736636753804,1,0,2.5921000000000003,0.20149253731343286,0,4670.355600000001,-0.015699265447213118,0,19605.600400000003,-0.009759547383309752,0,22.9441,0.4088235294117648,0,2104.2799999999997,69.9164,1159.7298,2118.54,70.39020000000001,2025-06-23 01:00:00+00:00,2025-06-23 01:00:00
447,42.94,33.0,991.0,3.09,130.0,215.83,0.02,1.1,114.98,2.55,48.36,126.46,13.84,4.0,133.0,86.0,133.0,1.2246467991473532e-16,-1.0,-0.7907757369376986,-0.6121059825476627,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0,48.6,48.88,48.73,53.85,57.88,54.67,51.96,50.15,48.6425,0.2203595546676695,48.36,48.88,50.06,2.1233621138813485,48.36,53.85,52.00692307692308,3.1565444835964347,48.36,57.88,55.943999999999996,5.144788625395606,48.36,64.03,-0.004938271604938312,-0.10194986072423402,-0.11541979147612955,127.55,130.47,134.36,199.88,181.66,134.01,83.25,73.86,129.71,3.53214759978497,126.46,134.36,147.66571428571427,27.650462236728735,126.46,199.88,171.3230769230769,33.5629769698238,126.46,206.68,155.9556,30.30923650198621,125.61,206.68,-0.00854566836534695,-0.36732039223534124,-0.05633907917319601,1843.8435999999997,79174.64418399999,0.0,1,0,1089.0,0,0,9.5481,0,1,0.0,1,0,2338.6896,-0.004938271604938316,1,0,15992.131599999999,-0.008545668365346981,1,0,1.2100000000000002,0.18279569892473124,0,13220.4004,-0.0011293545304490449,1,46582.5889,0.019219871552701218,0,6.5024999999999995,-0.0413533834586467,0,1417.02,132.6846,2076.5784,1595.8799999999999,149.4324,2025-06-20 12:00:00+00:00,2025-06-20 12:00:00
448,35.94,56.0,998.0,3.09,90.0,650.89,0.02,6.84,92.31,2.84,21.82,34.29,14.36,2.0,71.0,32.0,71.0,-0.2588190451025208,-0.9659258262890683,-0.4853019625310808,-0.8743466161445822,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,0,20.4,20.16,20.53,37.59,53.97,55.58,42.53,40.57,20.7275,0.7442837720475529,20.16,21.82,24.344285714285714,6.308625991827532,20.16,37.59,37.75076923076923,15.732967224662604,20.16,54.22,48.6888,16.274523884484815,20.16,65.93,0.06960784313725499,-0.41952646980579944,-0.6074127383951061,30.8,29.88,31.08,64.1,126.28,138.17,76.18,46.77,31.512499999999996,1.9213081481115932,29.88,34.29,38.79571428571428,12.289365127544025,29.88,64.1,71.81615384615384,39.01752780022109,29.88,126.28,108.0736,47.71444294620515,29.88,159.3,0.11331168831168825,-0.46505460218408734,-0.7518274589274083,1291.6835999999998,46423.108583999994,-0.027070925825663283,1,0,3136.0,0,0,9.5481,0,1,0.0,1,0,476.11240000000004,0.0696078431372551,0,0,1175.8040999999998,0.11331168831168825,0,0,46.785599999999995,0.36254980079681287,0,8521.1361,-0.08176663682482843,0,423657.79209999996,0.03135794644271894,0,8.0656,0.007092198581560183,0,2012.6399999999999,111.0546,784.2108,1221.92,67.4238,2025-07-18 13:00:00+00:00,2025-07-18 13:00:00
449,33.94,59.0,999.0,3.09,50.0,295.12,0.0,8.86,40.16,1.71,34.2,106.38,19.97,4.0,97.0,76.0,97.0,-0.8660254037844384,-0.5000000000000004,0.8978045395707416,-0.4403941515576344,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,0,1,0,0,0,0,0,33.54,31.79,30.05,31.91,33.82,22.86,20.69,17.97,32.394999999999996,1.8649486141267635,30.05,34.2,31.568571428571424,1.834842668745095,29.38,34.2,34.019999999999996,3.579818431149827,29.38,40.49,29.808400000000002,5.51067349180963,22.35,40.49,0.01967799642218258,0.0717643371983705,0.4960629921259844,110.57,112.05,113.63,126.59,152.27,84.86,75.06,63.1,110.6575,3.1133837433463505,106.38,113.63,114.83000000000001,6.509692773088454,106.38,126.59,133.48384615384614,23.313362598325998,106.38,173.23,120.3,24.09157010242379,84.86,173.23,-0.03789454644116847,-0.15964926139505495,0.2535941550789535,1151.9235999999999,39096.28698399999,-0.055648302726766796,0,0,3481.0,0,0,9.5481,0,1,0.004020100502512669,1,0,1169.64,0.019677996422182487,0,0,11316.704399999999,-0.03789454644116852,1,0,78.49959999999999,0.12722646310432562,0,1612.8255999999997,-0.09854096520763189,0,87095.8144,0.1160609613130128,0,2.9240999999999997,0.0,0,2002.4599999999998,104.87459999999999,1160.748,2017.8000000000002,105.678,2025-07-10 16:00:00+00:00,2025-07-10 16:00:00
450,38.94,47.0,993.0,7.2,230.0,129.45,0.1,0.52,71.3,0.87,23.27,82.58,3.89,3.0,74.0,65.0,74.0,0.7071067811865476,-0.7071067811865475,0.20129852008866006,0.9795299412524945,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,1,0,0,0,1,0,24.94,30.09,35.88,32.8,25.43,17.72,14.56,16.46,28.544999999999998,5.686560178760678,23.27,35.88,30.522857142857145,4.729632523729917,23.27,35.88,30.279230769230768,3.878926959736979,23.27,35.88,23.72,7.748190649005312,13.6,35.88,-0.06696070569366486,-0.2905487804878048,0.31320541760722354,87.87,108.11,135.64,136.31,96.43,62.21,51.66,48.83,103.55,24.0566345665113,82.58,135.64,117.5757142857143,24.400687734257858,82.58,136.52,117.81307692307693,19.86959082979792,82.58,136.52,92.5392,31.49125988799644,51.29,136.52,-0.060202571981336134,-0.3941750421832588,0.3274393184375502,1516.3235999999997,59045.64098399999,0.026357406431207098,1,0,2209.0,0,0,51.84,0,0,-0.001006036217303774,1,0,541.4929,-0.06696070569366486,0,0,6819.4564,-0.06020257198133616,1,0,0.27040000000000003,-0.054545454545454564,0,5083.69,-0.0009808042594928734,0,16757.302499999998,-0.01528982199908735,0,0.7569,-0.1869158878504673,0,1830.1799999999998,280.368,906.1338,1093.69,167.544,2025-07-01 09:00:00+00:00,2025-07-01 09:00:00
451,34.94,52.0,998.0,4.12,360.0,379.62,0.1,1.04,120.87,1.38,37.04,56.91,7.63,3.0,105.0,52.0,105.0,0.7071067811865476,-0.7071067811865475,-0.10116832198743204,-0.9948693233918952,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,0,1,0,39.04,47.25,54.11,47.05,47.3,46.01,73.99,44.61,44.36,7.85916450181994,37.04,54.11,45.744285714285716,5.856406341613877,37.04,54.11,46.19153846153846,4.176423601906793,37.04,54.11,45.147999999999996,3.5364942622131688,37.04,54.11,-0.05122950819672131,-0.21275239107332622,-0.19495761790915017,58.15,69.62,83.26,75.43,66.9,51.69,92.39,138.71,66.985,12.26623685841207,56.91,83.26,71.49857142857142,10.399309958792827,56.91,83.26,70.40692307692308,7.582160405204868,56.91,83.26,62.4796,10.975372613264664,45.83,83.26,-0.02132416165090287,-0.24552565292324022,0.10098665118978524,1220.8035999999997,42654.87778399999,0.029463759575721893,0,0,2704.0,0,0,16.9744,0,1,0.0,1,0,1371.9615999999999,-0.05122950819672134,1,0,3238.7481,-0.021324161650902895,1,0,1.0816000000000001,0.009708737864077666,0,14609.556900000001,-0.031024531024530955,1,144111.3444,-0.05116348821515149,0,1.9043999999999996,-0.19767441860465118,0,1816.8799999999999,143.9528,1294.1776,1926.08,152.6048,2025-07-16 09:00:00+00:00,2025-07-16 09:00:00
452,39.94,44.0,996.0,0.0,0.0,154.58,0.17,1.14,85.88,4.38,49.28,184.79,13.09,4.0,135.0,116.0,135.0,1.0,6.123233995736766e-17,-0.8978045395707417,-0.44039415155763423,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,1,0,0,1,0,0,46.68,45.3,44.98,45.85,48.93,53.85,71.01,43.84,46.56,1.9576175997029333,44.98,49.28,46.15857142857143,1.480871686670035,44.98,49.28,45.51692307692307,1.9180301727526985,42.87,49.28,47.88919999999999,3.1012711372381925,42.87,53.85,0.05569837189374467,0.0748091603053435,-0.08486536675951718,182.34,178.81,174.22,162.01,139.84,199.88,222.03,93.59,180.04,4.591216251350686,174.22,184.79,174.00857142857143,8.521649739675663,162.01,184.79,161.7953846153846,15.435571804214993,139.84,184.79,152.018,21.180633056324513,126.46,199.88,0.01343643742459136,0.14060860440713538,-0.075495297178307,1595.2035999999998,63712.431783999986,0.08121277747698974,1,0,1936.0,0,0,0.0,0,1,-0.0010030090270812808,1,0,2428.5184,0.055698371893744714,1,0,34147.344099999995,0.01343643742459144,1,0,1.2995999999999999,-0.2597402597402598,0,7375.374399999999,0.10413988171766508,0,23894.976400000003,-0.017354268641535775,0,19.1844,-0.08750000000000002,0,1757.36,0.0,1968.2432,2168.32,0.0,2025-06-21 06:00:00+00:00,2025-06-21 06:00:00
453,34.94,55.0,997.0,8.23,230.0,152.98,0.17,1.11,77.16,3.04,45.33,156.25,6.0,4.0,125.0,102.0,125.0,1.0,6.123233995736766e-17,0.9680771188662043,-0.2506525322587204,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,41.45,37.81,34.33,27.04,23.17,19.5,50.84,33.34,39.730000000000004,4.731624104540287,34.33,45.33,35.16571428571428,6.717213849860812,27.04,45.33,30.07153846153846,7.457900560427899,23.17,45.33,24.114,8.37879714915373,15.2,45.33,0.0936067551266585,0.676405325443787,1.3246153846153845,150.27,142.15,132.34,109.72,90.84,76.62,196.18,116.5,145.2525,10.367874661665233,132.34,156.25,132.6914285714286,17.709902529913816,109.72,156.25,117.00153846153847,21.88651100798307,90.84,156.25,89.8668,33.77283495651498,48.04,156.25,0.03979503560258195,0.42407947502734233,1.0392847820412423,1220.8035999999997,42654.87778399999,0.029463759575721893,0,0,3025.0,0,0,67.7329,0,0,0.0,1,0,2054.8089,0.09360675512665861,1,0,24414.0625,0.03979503560258202,1,0,1.2321000000000002,-0.2599999999999999,0,5953.665599999999,0.11664254703328503,0,23402.8804,0.017086629878332538,0,9.2416,0.0066225165562914245,0,1921.6999999999998,287.5562,1583.8301999999999,2493.15,373.0659,2025-07-09 06:00:00+00:00,2025-07-09 06:00:00
454,27.94,89.0,998.0,0.0,0.0,350.44,0.0,6.81,39.19,2.84,35.13,89.61,35.94,3.0,99.0,68.0,99.0,0.0,1.0,-0.72479278722912,0.6889669190756865,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,0,1,0,0,1,0,0,33.68,32.04,29.69,24.99,21.31,22.89,28.46,32.68,32.635,2.3341022542582266,29.69,35.13,29.885714285714283,3.881420947466092,24.99,35.13,26.106923076923074,5.131779068730104,20.15,35.13,26.5992,4.607692770429325,20.15,35.26,0.043052256532066596,0.40576230492196896,0.5347313237221495,84.16,79.4,74.23,64.08,66.68,101.59,123.28,122.58,81.85,6.573193034337773,74.23,89.61,75.44000000000001,9.398356239258012,64.08,89.61,67.18461538461538,11.901772007691836,53.12,89.61,92.72160000000002,33.95860135027158,53.12,167.55,0.06475760456273767,0.39840823970037453,-0.11792499261738364,780.6436000000001,21811.182184000005,0.0,0,0,7921.0,1,0,0.0,0,1,0.0,1,0,1234.1169000000002,0.04305225653206657,1,0,8029.9520999999995,0.0647576045627376,1,0,46.376099999999994,-0.01447178002894367,0,1535.8560999999997,-0.03946078431372546,0,122808.1936,0.02919236417033777,0,8.0656,-0.09554140127388544,0,2486.6600000000003,0.0,981.5322000000001,3126.57,0.0,2025-06-27 00:00:00+00:00,2025-06-27 00:00:00
455,35.94,52.0,996.0,5.14,130.0,327.28,0.0,7.71,68.29,2.5,48.43,108.12,21.05,4.0,133.0,77.0,133.0,-0.7071067811865471,-0.7071067811865479,0.48530196253108104,-0.8743466161445821,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,46.15,44.13,43.28,44.61,49.15,43.35,45.65,33.54,45.4975,2.2958422564859853,43.28,48.43,44.94857142857143,1.7769489635461164,43.28,48.43,48.70384615384615,6.395875674293995,43.28,66.4,48.27,4.773066798890068,43.28,66.4,0.049404117009750836,0.08563102443398342,0.11718569780853513,111.55,115.96,121.24,138.71,154.79,110.45,108.11,110.57,114.2175,5.675880988886215,108.12,121.24,122.07428571428571,11.152669123193272,108.12,138.71,142.95615384615382,26.305051649971954,108.12,187.2,134.0428,22.822117474064495,108.12,187.2,-0.030748543254146058,-0.22053204527431333,-0.021095518334087807,1291.6835999999998,46423.108583999994,-0.027070925825663283,1,0,2704.0,0,0,26.419599999999996,0,0,0.0,1,0,2345.4649,0.04940411700975078,1,0,11689.9344,-0.03074854325414611,1,0,59.4441,0.30899830220713076,0,4663.5241000000005,-0.10474567383324584,0,107112.19839999998,0.17701215564985961,0,6.25,-0.03474903474903468,0,1868.8799999999999,184.7316,1740.5741999999998,2518.36,248.93019999999999,2025-07-13 15:00:00+00:00,2025-07-13 15:00:00
456,30.94,70.0,993.0,5.14,130.0,160.52,0.0,2.24,70.17,5.9,32.16,110.75,7.93,4.0,93.0,79.0,93.0,0.0,1.0,-0.9987165071710528,-0.05064916883871355,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,1,0,0,1,0,0,31.67,30.59,29.52,27.47,33.69,28.65,36.51,45.65,30.985,1.1764494605946028,29.52,32.16,29.652857142857137,1.8848493687446595,27.47,32.16,30.102307692307686,2.0646636281573563,27.47,33.69,32.6932,5.2644679376615695,27.47,49.3,0.015472055573097407,0.1707317073170731,0.12251308900523554,107.72,103.57,100.3,96.13,88.69,110.16,108.98,70.1,105.58500000000001,4.590820551201425,100.3,110.75,101.87428571428572,5.680841654610864,96.13,110.75,97.36846153846153,6.640006082017602,88.69,110.75,102.91679999999998,14.913187877401219,84.44,140.7,0.02812848124767918,0.15208571725788,0.005355846042120583,957.2836000000001,29618.354584000004,0.0,0,0,4900.0,0,0,26.419599999999996,0,0,0.0,1,0,1034.2655999999997,0.015472055573097387,0,0,12265.5625,0.028128481247679193,1,0,5.017600000000001,0.14285714285714302,0,4923.8289,-0.07170260616483659,0,25766.670400000003,0.035145418198233136,0,34.81,0.17296222664015914,0,2165.8,159.0316,995.0304,2251.2,165.30239999999998,2025-07-23 00:00:00+00:00,2025-07-23 00:00:00
457,30.94,70.0,995.0,3.09,180.0,151.9,0.0,2.88,53.73,1.53,23.17,90.84,9.69,3.0,74.0,69.0,74.0,-1.0,-1.8369701987210297e-16,0.9987165071710528,-0.05064916883871264,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,1,0,0,0,0,1,22.03,20.69,19.42,16.18,19.5,19.26,24.62,22.08,21.3275,1.6261688104252892,19.42,23.17,19.43285714285714,2.677770928002832,16.18,23.17,18.083846153846153,2.6494387407573035,15.2,23.17,18.9588,2.133419243061867,15.2,23.17,0.05174761688606448,0.4320148331273178,0.20301142263759087,83.39,75.06,67.54,51.28,76.62,74.09,93.12,80.33,79.20750000000001,10.101826155040813,67.54,90.84,68.91285714285713,14.927070168305763,51.28,90.84,62.80692307692308,14.538217671947383,48.04,90.84,78.43799999999999,20.614344116011388,48.04,106.26,0.08933924931046891,0.7714508580343215,0.22607639357538128,957.2836000000001,29618.354584000004,-0.03130870381966189,0,0,4900.0,0,0,9.5481,0,1,0.0,1,0,536.8489000000001,0.05174761688606444,0,0,8251.9056,0.089339249310469,1,0,8.2944,-0.061889250814332275,0,2886.9129,-0.014128440366972583,0,23073.61,-0.0326073111705516,0,2.3409,0.047945205479452024,0,2165.8,95.6046,716.8798,1621.9,71.59530000000001,2025-07-08 18:00:00+00:00,2025-07-08 18:00:00
458,35.94,56.0,995.0,2.06,270.0,210.0,0.0,2.69,64.97,1.32,27.29,96.25,9.68,3.0,83.0,71.0,83.0,-0.9659258262890684,0.2588190451025203,0.7247927872291199,0.6889669190756866,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,0,1,0,0,0,0,1,34.14,38.38,41.32,41.12,50.93,39.55,30.89,24.08,35.2825,6.089096128873864,27.29,41.32,38.212857142857146,5.672056400418089,27.29,42.9,40.53230769230769,5.446821938595867,27.29,50.93,43.012,6.8475001521236445,27.29,60.67,-0.2006444053895724,-0.3363326848249027,-0.3099873577749684,98.67,102.82,105.74,101.28,143.88,99.31,106.73,93.51,100.87,4.230988852108528,96.25,105.74,102.33285714285715,3.8753654205580568,96.25,106.99,105.67153846153846,12.354594183375568,96.25,143.88,125.6064,30.839324987208567,96.25,187.53,-0.024526198439241934,-0.04966429699842023,-0.030812606988218732,1291.6835999999998,46423.108583999994,-0.027070925825663283,1,0,3136.0,0,0,4.2436,0,1,0.0,1,0,744.7441,-0.2006444053895724,0,0,9264.0625,-0.024526198439241975,1,0,7.2360999999999995,-0.5073260073260073,0,4221.1008999999995,0.06142787126286553,0,44100.0,-0.2628992628992628,0,1.7424000000000002,0.3333333333333335,0,2012.6399999999999,74.0364,980.8025999999999,1528.24,56.2174,2025-07-04 19:00:00+00:00,2025-07-04 19:00:00
459,31.94,70.0,998.0,3.09,130.0,191.24,0.56,2.67,61.89,4.26,35.16,124.05,9.11,4.0,99.0,85.0,99.0,0.8660254037844386,0.5000000000000001,-0.9680771188662041,-0.2506525322587213,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,1,0,0,1,0,0,31.3,29.36,28.58,29.14,24.32,42.61,50.0,41.64,31.099999999999998,2.9383442049335646,28.58,35.16,30.16,2.3898884213842835,28.58,35.16,29.00153846153846,2.4619905434216096,24.32,35.16,26.7696,7.9825275237024185,14.54,42.61,0.12332268370607015,0.20658888126286876,-0.17484158648204653,117.64,113.92,111.53,106.41,71.91,148.06,107.3,89.64,116.785,5.456937480553231,111.53,124.05,113.17714285714284,6.026252882971624,106.41,124.05,102.01153846153845,15.480775629876046,71.91,124.05,89.0968,31.928435043599197,40.46,148.06,0.05448826929615774,0.16577389343106852,-0.16216398757260572,1020.1636000000001,32584.025384000004,0.03232062055591478,0,0,4900.0,0,0,9.5481,0,1,0.0,1,0,1236.2255999999998,0.12332268370607014,1,0,15388.4025,0.05448826929615769,1,0,7.1289,-0.1070234113712375,0,3830.3721,0.13020452885317746,0,36572.7376,0.08504964539007087,0,18.147599999999997,0.1210526315789473,0,2235.8,98.6946,1123.0104,2461.2,108.64439999999999,2025-07-22 04:00:00+00:00,2025-07-22 04:00:00
460,41.48,69.0,994.0,6.16,178.0,184.86,0.04,2.49,62.57,1.06,20.61,72.13,7.48,3.0,69.0,59.0,69.0,-0.4999999999999997,-0.8660254037844388,0.9377521321470804,0.3473052528448203,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,19.95,20.23,21.55,26.12,22.03,25.12,42.34,41.97,20.585,0.6978777352325649,19.95,21.55,22.58142857142857,2.6239437784337065,19.95,26.12,25.080769230769235,4.2856824846195,19.95,33.34,23.4676,3.6438227179707856,19.84,33.34,0.033082706766917304,-0.2109494640122512,-0.1795382165605096,68.64,68.19,70.83,83.09,101.45,68.41,104.58,88.99,69.94749999999999,1.8565626841019924,68.19,72.13,74.70714285714287,6.307669179355436,68.19,83.09,90.73076923076923,19.356321732851026,68.19,116.71,86.23639999999999,15.66652611993695,68.19,116.71,0.05084498834498827,-0.13190516307618255,0.05437801491010085,1720.5903999999998,71370.08979199998,-0.018689377809321228,1,0,4761.0,0,0,37.9456,0,0,0.003027245206861817,1,0,424.77209999999997,0.03308270676691727,0,0,5202.736899999999,0.050844988344988185,1,0,6.200100000000001,0.7172413793103449,0,3915.0049,-0.08012349309026756,0,34173.219600000004,0.07183858062271709,0,1.1236000000000002,0.00952380952380949,0,2862.12,255.5168,854.9028,1422.09,126.9576,2025-07-06 14:00:00+00:00,2025-07-06 14:00:00
461,31.94,70.0,996.0,3.09,180.0,345.6,0.0,4.17,55.04,0.45,31.91,95.14,12.07,3.0,93.0,71.0,93.0,-0.8660254037844386,0.5000000000000001,-0.7907757369376986,-0.6121059825476627,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0,1,0,0,0,0,0,28.88,25.95,23.17,17.27,30.6,42.57,36.59,61.66,27.4775,3.7639462890252116,23.17,31.91,23.849999999999998,5.3471207205373625,17.27,31.91,22.952307692307695,5.408590626411151,16.08,31.91,34.24119999999999,12.921676980949492,16.08,54.38,0.10491689750692525,0.8477127967573828,-0.25041108762038994,85.91,75.79,66.95,46.41,59.82,61.94,80.51,159.3,80.9475,12.228154330614792,66.95,95.14,68.77428571428571,17.838839514892644,46.41,95.14,57.96307692307692,18.33291683676086,37.81,95.14,69.9492,22.581886347247433,37.81,114.4,0.10743801652892566,1.049989226459815,0.5360025831449791,1020.1636000000001,32584.025384000004,0.0,0,0,4900.0,0,0,9.5481,0,1,0.0,1,0,1018.2481,0.10491689750692523,0,0,9051.6196,0.1074380165289257,1,0,17.3889,-0.08951965065502188,0,3029.4015999999997,0.02820848122548103,0,119439.36000000002,0.03031929165548708,0,0.2025,0.04651162790697683,0,2235.8,98.6946,1019.2054,2233.7,98.6019,2025-07-20 20:00:00+00:00,2025-07-20 20:00:00
